company,company_link,job_link,job_title,location,new_offer,rating
Mama Industry S.r.l,https://it.indeed.com/cmp/Mama-Industry-S.r.l,https://it.indeed.com/company/Mama-Industry-s.r.l/jobs/Docente-Learning-Esperto-Gestione-Sistemi-Informatici-64576f1c6fabf519?fccid=07bc50807048d4c0&vjs=3,Docente e-learning esperto di 'Gestione dei Sistemi Informatici',"Roma, Lazio",True,4.6
Baker Hughes,https://it.indeed.com/cmp/Baker-Hughes-Incorporated,https://it.indeed.com/rc/clk?jk=1429067f29dc5a10&fccid=f4c6ba597fc7aa75&vjs=3,Project Quality Manager –TPS Equipment & Projects,50127 Firenze,,4.0
IGEAM,https://it.indeed.com/cmp/Igeam,https://it.indeed.com/rc/clk?jk=95cbd9c8b2c95012&fccid=79e4191e9b715298&vjs=3,Medico competente senior e junior,"Roma, Lazio",,3.5
S4BT S.r.l.,,https://it.indeed.com/rc/clk?jk=8488afe5c9edb51c&fccid=0b653f105ec8fa00&vjs=3,R&D Project Manager,,,
Trelleborg Wheel Systems - Other Wheel Systems,,https://it.indeed.com/rc/clk?jk=e8d8253daecc2ba3&fccid=dd616958bd9ddc12&vjs=3,Brand Governance Specialist,"Tivoli, Lazio",,
S4BT S.r.l.,,https://it.indeed.com/rc/clk?jk=8488afe5c9edb51c&fccid=0b653f105ec8fa00&vjs=3,R&D Project Manager,,,
Trelleborg Wheel Systems - Other Wheel Systems,,https://it.indeed.com/rc/clk?jk=e8d8253daecc2ba3&fccid=dd616958bd9ddc12&vjs=3,Brand Governance Specialist,"Tivoli, Lazio",,
CBRE,https://it.indeed.com/cmp/Cbre,https://it.indeed.com/rc/clk?jk=2e5efcbe25af0cc6&fccid=c9b9e477b3c84b4d&vjs=3,Project Manager,"Modena, Emilia-Romagna",,3.7
JOBSON ITALIA SRL,,https://it.indeed.com/company/JOBSON-ITALIA-SRL/jobs/Project-Manager-11e4346455a1e7ea?fccid=c237fabae5140511&vjs=3,Project Manager,"La Spezia, Liguria",,
Calzedonia Germany GmbH,https://it.indeed.com/cmp/Calzedonia-Group,https://it.indeed.com/rc/clk?jk=9ff2b7ba31a260b9&fccid=3fc7e962101a2dfa&vjs=3,PROJECT MANAGER,"Verona, Veneto",True,3.3
Salesforce,https://it.indeed.com/cmp/Salesforce,https://it.indeed.com/rc/clk?jk=92ab1da428d287ef&fccid=4027cfd917e1ee29&vjs=3,Deal Desk Manager - Italy,"Roma, Lazio",,4.3
Danieli Group,https://it.indeed.com/cmp/Danieli-Group-2,https://it.indeed.com/rc/clk?jk=1303c8d298c717ea&fccid=930dbc5e69ace386&vjs=3,Commissioning Project Manager,"Buttrio, Friuli-Venezia Giulia",True,3.7
A-Tono,,https://it.indeed.com/rc/clk?jk=e92f19d23f9b6f24&fccid=9886e439b2973bef&vjs=3,Project manager (Catania),"Catania, Sicilia",,
SELTIN GROUP SRL,,https://it.indeed.com/company/SELTIN-GROUP/jobs/Project-Manager-8a8bb1cce79583c2?fccid=7d35c87a95c8437a&vjs=3,Project Manager,"Sant'Agata Bolognese, Emilia-Romagna",True,
McKinsey & Company,https://it.indeed.com/cmp/Mckinsey-&-Company,https://it.indeed.com/rc/clk?jk=0814dcb1292db33b&fccid=6576e7250aa78c3c&vjs=3,Director of People,"Milano, Lombardia",,4.3
Thales Group,https://it.indeed.com/cmp/Thales,https://it.indeed.com/rc/clk?jk=3f9d99135debf575&fccid=b920aab5fd60595d&vjs=3,Business Controller,"Roma, Lazio",,3.9
IGT,,https://it.indeed.com/rc/clk?jk=2af3ccd9c195e533&fccid=686992c6831d8b20&vjs=3,PlayDraw Manager,00148 Roma,,
Accenture,https://it.indeed.com/cmp/Accenture,https://it.indeed.com/rc/clk?jk=29f2317f23c0f21c&fccid=a4e4e2eaf26690c9&vjs=3,Supply Chain Control Tower – Manager/Senior Manager,"Roma, Lazio",,4.0
DXC Technology,https://it.indeed.com/cmp/Dxc-Technology,https://it.indeed.com/rc/clk?jk=29a4cb5ff54a1805&fccid=feaabf8e6a699d3c&vjs=3,00S38H - Customer Proj/Prgm Mgr III,"Pomezia, Lazio",,3.2
Hunters Group S.r.l.,,https://it.indeed.com/company/Technical-Hunter-S.r.l./jobs/Project-Operation-Manager-6f102d622cb74c9a?fccid=8f697d7b2a9a958b&vjs=3,Project and Operation Manager,"Genova, Liguria",True,
Salini Impregilo Spa,https://it.indeed.com/cmp/Salini--impregilo,https://it.indeed.com/rc/clk?jk=6681031d6f419c66&fccid=59f5e2944c3bb075&vjs=3,Project Procurement Manager,"Milano, Lombardia",,4.2
"Alexion Pharmaceuticals,Inc.",,https://it.indeed.com/rc/clk?jk=2ad388ff8dcf935a&fccid=cffd7ca8318bd5e2&vjs=3,"Senior Manager, Project Manager Country Operations","Da remoto in Milano, Lombardia",,
Sacmi Imola S.C.,,https://it.indeed.com/rc/clk?jk=8e708406c84f2e17&fccid=2279c5dcf518ee1c&vjs=3,Project Manager Gestione Immobili,"Imola, Emilia-Romagna",,
Enginworld srl,,https://it.indeed.com/company/Enginworld-srl/jobs/Project-Manager-Ingegneria-d6b5cc1b618c711c?fccid=236207c536fd525a&vjs=3,Project Manager settore ingegneria,70014 Conversano,,
Barilla,https://it.indeed.com/cmp/Barilla,https://it.indeed.com/rc/clk?jk=bc2fd4df165d0859&fccid=e03054eb729ed11d&vjs=3,Global IT Project Manager Supply Chain,"Da remoto in Parma, Emilia-Romagna",,4.2
CUSTOM,,https://it.indeed.com/rc/clk?jk=535fb0feb482cb7d&fccid=cfee9c961b3fefd3&vjs=3,Project Manager Certificazioni,"Fontevivo, Emilia-Romagna",,
Manpower,,https://it.indeed.com/company/hR-Recruiter/jobs/Project-Engineer-547b08bfee161dd2?fccid=03dde48754712081&vjs=3,Project Engineer,"Roma, Lazio",,
LUXOTTICA,https://it.indeed.com/cmp/Luxottica,https://it.indeed.com/rc/clk?jk=f74d96a648c3299e&fccid=a49d99f2875604a1&vjs=3,Manufacturing Engineering Manager,"Trento, Trentino-Alto Adige",,3.6
Fondazione Umberto Veronesi,,https://it.indeed.com/rc/clk?jk=c3eabd271b63208e&fccid=6521e0a13650b484&vjs=3,PROJECT MANAGER EVENTI,"Milano, Lombardia",,
Bit4id,,https://it.indeed.com/rc/clk?jk=a23ebf922793801a&fccid=2c824f1a6a123e6e&vjs=3,Junior Project Manager,"Napoli, Campania",,
Onit Group srl,,https://it.indeed.com/rc/clk?jk=eb017d2cc7a01ba9&fccid=e3d487819ef2f5ab&vjs=3,Project Manager Industry Division,"Cesena, Emilia-Romagna",,
Alstom,https://it.indeed.com/cmp/Alstom,https://it.indeed.com/rc/clk?jk=2b8f7d40c6db7f3b&fccid=70bbeb2771f8c8e7&vjs=3,Project Contract Manager,"Bologna, Emilia-Romagna",,4.0
Thales Group,https://it.indeed.com/cmp/Thales,https://it.indeed.com/rc/clk?jk=80e6d92362e33fbc&fccid=b920aab5fd60595d&vjs=3,Execution and Performance Manager RF Equipment,"Roma, Lazio",,3.9
Altran,,https://it.indeed.com/rc/clk?jk=ba07e4fa013ce3ed&fccid=4cedac39f7fd617d&vjs=3,ENGINEERING MANAGER DIGITAL,"Roma, Lazio",,
Amex,https://it.indeed.com/cmp/American-Express,https://it.indeed.com/rc/clk?jk=784dd63d103a9dcc&fccid=f057e04c37cca134&vjs=3,Sr Manager Compliance - Regulatory & Advisory,"Roma, Lazio",,4.1
Amex,https://it.indeed.com/cmp/American-Express,https://it.indeed.com/rc/clk?jk=784dd63d103a9dcc&fccid=f057e04c37cca134&vjs=3,Sr Manager Compliance - Regulatory & Advisory,"Roma, Lazio",,4.1
Amazon Italia Services Srl,https://it.indeed.com/cmp/Amazon.com,https://it.indeed.com/rc/clk?jk=544040c31e67fd19&fccid=fe2d21eef233e94a&vjs=3,"Senior Public Policy Manager, Digital & Entertainment Italy, IT Public Policy","Roma, Lazio",,3.5
Amazon Italia Transport Srl,https://it.indeed.com/cmp/Amazon.com,https://it.indeed.com/rc/clk?jk=96eb7e0fabe8f1fe&fccid=fe2d21eef233e94a&vjs=3,"Operational Excellence Manager, EU ATS ACES","Passo Corese, Lazio",,3.5
Artelia Italia S.p.a.,,https://it.indeed.com/rc/clk?jk=94db9083ac891641&fccid=f31d41682a57a0bd&vjs=3,Project Manager,20125 Milano,True,
Synergie Italia S.p.a.,https://it.indeed.com/cmp/Synergie-1,https://it.indeed.com/rc/clk?jk=f9a690175dfa3440&fccid=214c1d313b5f4d0d&vjs=3,PROJECT MANAGER SETTORE ENERGIA,00044 Frascati,,3.6
RGI Group,,https://it.indeed.com/rc/clk?jk=f293933fc36ce155&fccid=852be89737535d83&vjs=3,PROJECT MANAGER,10149 Torino,True,
Crispy Bacon srl,,https://it.indeed.com/rc/clk?jk=5a4df860a17408d0&fccid=def69627d3fac59a&vjs=3,PROJECT MANAGER,"Da remoto in Provincia di Sondrio, Lombardia",True,
Bulletproof,,https://it.indeed.com/rc/clk?jk=38ee160bdcaec99c&fccid=111b6603bf2255d9&vjs=3,Project Manager - EMEA,"Da remoto in Milano, Lombardia",,
Artelia Italia S.p.a.,,https://it.indeed.com/rc/clk?jk=d5a48c9233615d06&fccid=f31d41682a57a0bd&vjs=3,Junior Industry Project Manager,20125 Milano,True,
BIP - Business Integration Partners,https://it.indeed.com/cmp/Business-Integration-Partners,https://it.indeed.com/rc/clk?jk=679206e9a38ff8c9&fccid=c7fb5f7b576a671c&vjs=3,PMO IT (Project Management Office) - Telco,"Roma, Lazio",,3.3
Elmec Informatica,https://it.indeed.com/cmp/Elmec-Informatica,https://it.indeed.com/rc/clk?jk=2618dddcd9739029&fccid=8093aa468fd817c9&vjs=3,IT Project Manager,Da remoto in 20100 Milano,,3.2
SAP,https://it.indeed.com/cmp/SAP,https://it.indeed.com/rc/clk?jk=5131bddf70604030&fccid=156c7820d1988640&vjs=3,Business Processes Senior Consultant - Controlling (CO) and Project System (PS)- Italy,00144 Roma,,4.3
Integra Document Management Srl,,https://it.indeed.com/company/Integra-Document-Management-Srl/jobs/Project-Manager-f0f11adc8bb2978b?fccid=c08b44e5450ca928&vjs=3,Project Manager,20063 Cernusco sul Naviglio,True,
ENI,https://it.indeed.com/cmp/Eni-Spa,https://it.indeed.com/rc/clk?jk=07c1dd209bc9896b&fccid=ed94dd03e6d8a45e&vjs=3,DIGITAL PROJECT & DELIVERY MANAGER,"Milano, Lombardia",True,3.8
Teamsystem,https://it.indeed.com/cmp/Teamsystem,https://it.indeed.com/rc/clk?jk=79ff16a73c053833&fccid=b944a61a776b7d3f&vjs=3,Project Manager,"Da remoto in Milano, Lombardia",,3.6
MAS Management Network,,https://it.indeed.com/company/MAS-Management-Network/jobs/Project-Manager-Junior-Progetti-Innovazione-Nelle-Telecomunicazioni-a97189b89a2b3b8d?fccid=8a0a226ea6106750&vjs=3,Project Manager Junior per progetti di innovazione nelle Telecomunicazioni,"Da remoto in Milano, Lombardia",,
EmbraerX Beacon,,https://it.indeed.com/rc/clk?jk=ee28c75ac83568c4&fccid=6b907fe25635d8bf&vjs=3,Engineering Project Manager,,,
EEM SRL,,https://it.indeed.com/rc/clk?jk=1dc8c912a62ffc53&fccid=9b15906aa448d9fb&vjs=3,Senior Project Manager Nord Italia,"Provincia di Milano, Lombardia",,
STERIS,https://it.indeed.com/cmp/Steris,https://it.indeed.com/rc/clk?jk=aaa92a21d5b75921&fccid=c8d7ef707b0fcc59&vjs=3,Continuous Improvement Manager,00071 Pomezia,,3.2
EY,https://it.indeed.com/cmp/Ey,https://it.indeed.com/rc/clk?jk=2a04f73ef0aa048a&fccid=1544766d4c2915b0&vjs=3,SENIOR CONSULTANT/MANAGER BUSINESS DESIGN,00187 Roma,,4.0
Gifrab Italia spa,https://it.indeed.com/cmp/Gifrab-Italia-Spa,https://it.indeed.com/rc/clk?jk=1c1b81c79554a207&fccid=7bf09bf0cfbe97c8&vjs=3,HR MANAGER,"Palermo, Sicilia",,3.4
Mantu,,https://it.indeed.com/rc/clk?jk=413556ca7ea37b3d&fccid=15d440bd8ae40dab&vjs=3,Manager,"Bologna, Emilia-Romagna",,
Pixartprinting S.p.A.,https://it.indeed.com/cmp/Pixartprinting,https://it.indeed.com/rc/clk?jk=659ba5c772ce708c&fccid=6de4999b39a66be6&vjs=3,Technical Project Manager,Da remoto in 30020 Quarto d’Altino,True,2.9
OFG Advertising,,https://it.indeed.com/rc/clk?jk=801cc814d2d5427a&fccid=a13d0bd26288dda2&vjs=3,HubSpot Project Manager,Da remoto in 20139 Milano,,
Baker Hughes,https://it.indeed.com/cmp/Baker-Hughes-Incorporated,https://it.indeed.com/rc/clk?jk=3feaa4a5eb86c8b0&fccid=f4c6ba597fc7aa75&vjs=3,PVS Engineering Operations Manager,70123 Bari,True,4.0
Alpenite,,https://it.indeed.com/rc/clk?jk=16336c4ce378b37e&fccid=abf30f081dc8fba5&vjs=3,E-Commerce Project Manager,"Da remoto in Venezia, Veneto",,
abmStudio,,https://it.indeed.com/rc/clk?jk=58f1ad7b5c83a7d1&fccid=8ce1590743a46c02&vjs=3,Project Manager Oil&Gas,"Arcugnano, Veneto",,
Impes Service SpA,https://it.indeed.com/cmp/Impes-Service,https://it.indeed.com/company/Impes-Service/jobs/Project-Manager-ae6db141b04b5cb0?fccid=149c32054b66be28&vjs=3,Project Manager,"Ferrandina, Basilicata",,4.3
Thermo Fisher Scientific,https://it.indeed.com/cmp/Thermo-Fisher-Scientific,https://it.indeed.com/rc/clk?jk=9e8d9da88aac29d8&fccid=126e3afd205caa95&vjs=3,Portfolio and Compliance Sr. Manager,"Da remoto in Ferentino, Lazio",,3.5
Translated,https://it.indeed.com/cmp/Translated,https://it.indeed.com/rc/clk?jk=cb539617fed567d4&fccid=f01705f488630cea&vjs=3,Program Manager (Localization),"Roma, Lazio",,4.0
Translated,https://it.indeed.com/cmp/Translated,https://it.indeed.com/rc/clk?jk=cb539617fed567d4&fccid=f01705f488630cea&vjs=3,Program Manager (Localization),"Roma, Lazio",,4.0
Four Seasons,https://it.indeed.com/cmp/Four-Seasons,https://it.indeed.com/rc/clk?jk=ff5c5dbfa48021bf&fccid=9474516a9efc22f2&vjs=3,Learning & Development Manager,"Milano, Lombardia",,4.2
Chiesi Farmaceutici,https://it.indeed.com/cmp/Chiesi-Farmaceutici-S.p.a.,https://it.indeed.com/rc/clk?jk=eea85163741b6b9c&fccid=181e073245c46c22&vjs=3,Portfolio Brand Manager,"Da remoto in Parma, Emilia-Romagna",True,4.2
Case New Holland Industrial,https://it.indeed.com/cmp/Cnh-Industrial,https://it.indeed.com/rc/clk?jk=7cf80fdb697449da&fccid=e2c5b29a1878dd23&vjs=3,Small Tractors Program Manager,"Modena, Emilia-Romagna",,3.8
Accenture,https://it.indeed.com/cmp/Accenture,https://it.indeed.com/rc/clk?jk=f0fc631b3ea3112b&fccid=a4e4e2eaf26690c9&vjs=3,CYBER DEFENCE MANAGER,"Roma, Lazio",,4.0
AsstrA,,https://it.indeed.com/rc/clk?jk=728112785369d559&fccid=2b3aee502e6cd7b0&vjs=3,Project Manager,"Da remoto in Bergamo, Lombardia",,
Techyon,https://it.indeed.com/cmp/Techyon,https://it.indeed.com/rc/clk?jk=35dec5eb7a377d44&fccid=066128dfeb4dabc4&vjs=3,SOC MANAGER | SOC TEAM MANAGER | SECURITY OPERATIONS CENTER (SOC) MANAGER,"Roma, Lazio",,4.6
eDriveLAB srl,,https://it.indeed.com/company/eDriveLAB-srl/jobs/Project-Manager-4313b6df3683cefa?fccid=95491ab952094bd3&vjs=3,PROJECT MANAGER,"Da remoto in Parma, Emilia-Romagna",,
BIP - Business Integration Partners,https://it.indeed.com/cmp/Business-Integration-Partners,https://it.indeed.com/rc/clk?jk=4d8326430ab14522&fccid=c7fb5f7b576a671c&vjs=3,PMO Ambito Banking,"Roma, Lazio",,3.3
Miniclip,,https://it.indeed.com/rc/clk?jk=2b0f5c793205a3c7&fccid=2922a5760b3ec0a8&vjs=3,Product Manager,16141 Genova,,
Urbasolar,,https://it.indeed.com/rc/clk?jk=3559a291110e5b6b&fccid=85e63c855465bc6e&vjs=3,Legal Specialist Immobiliare,"Roma, Lazio",,
Carriere Italia s.r.l.,,https://it.indeed.com/rc/clk?jk=ab97b8ee76ad811f&fccid=c817e1f1d9df2ea5&vjs=3,R&D Project Manager,35134 Padova,,
Prada,https://it.indeed.com/cmp/Prada,https://it.indeed.com/rc/clk?jk=b48d12592b9f1fcf&fccid=72865ece688ddd4f&vjs=3,CAD Manager,"Terranuova Bracciolini, Toscana",,3.9
Credem,https://it.indeed.com/cmp/Credem,https://it.indeed.com/rc/clk?jk=c36c0b327589fc62&fccid=ce9d2f0704bc5aa0&vjs=3,Project Manager,"Da remoto in Reggio Emilia, Emilia-Romagna",,3.6
Wyser,,https://it.indeed.com/rc/clk?jk=8cd7c1f97752eae7&fccid=4a8713d2b6afc645&vjs=3,Responsabile Sviluppo Organizzativo,"Da remoto in Roma, Lazio",True,
AstraZeneca,https://it.indeed.com/cmp/Astrazeneca,https://it.indeed.com/rc/clk?jk=b6b56e477d82ad80&fccid=003656df63cede32&vjs=3,Patient Advocacy Manager,20157 Milano,True,4.1
EY,https://it.indeed.com/cmp/Ey,https://it.indeed.com/rc/clk?jk=36605c32f4675fed&fccid=1544766d4c2915b0&vjs=3,Project Manager - Area Customer,20123 Milano,,4.0
Pyxera Global,,https://it.indeed.com/company/Pyxera-Global/jobs/Senior-Program-Manager-e14278bfbf5f4255?fccid=1292360b5c4ae0d4&vjs=3,Senior Program Manager,"Da remoto in Bono, Sardegna",True,
Horsa S.p.a.,https://it.indeed.com/cmp/Horsa-Group,https://it.indeed.com/rc/clk?jk=70e84c61ffade214&fccid=5f0f0568849dd414&vjs=3,BI Project Manager,40123 Bologna,,2.8
British American Tobacco,,https://it.indeed.com/rc/clk?jk=6015dfe61a02018b&fccid=798fecd1e2d10d1f&vjs=3,Logistic Manager Trieste Innovation Hub,"Roma, Lazio",,
IKEA,https://it.indeed.com/cmp/Ikea,https://it.indeed.com/rc/clk?jk=cbcb3b1f46874796&fccid=af17ea0d1d6bbbba&vjs=3,Department Manager,"San Giovanni Teatino, Abruzzo",,3.8
Moncler,https://it.indeed.com/cmp/Moncler,https://it.indeed.com/rc/clk?jk=2f5cadae3c589f28&fccid=5da312bc1fce442b&vjs=3,Project Manager Operations,"Milano, Lombardia",,3.7
Prada,https://it.indeed.com/cmp/Prada,https://it.indeed.com/rc/clk?jk=44091d36607f88f9&fccid=72865ece688ddd4f&vjs=3,Client Service Manager EMEA,"Da remoto in Milano, Lombardia",,3.9
Case New Holland Industrial,https://it.indeed.com/cmp/Cnh-Industrial,https://it.indeed.com/rc/clk?jk=8a2059a9c8911431&fccid=e2c5b29a1878dd23&vjs=3,Medium Tractor Program Manager,"Modena, Emilia-Romagna",,3.8
EUROPEAN SPACE AGENCY,https://it.indeed.com/cmp/European-Space-Agency,https://it.indeed.com/rc/clk?jk=28c1a72ca9ab80af&fccid=a33fc8acf400e044&vjs=3,Flight Operations Segment Engineer,"Frascati, Lazio",,4.7
GE Aviation,https://it.indeed.com/cmp/GE-Aviation,https://it.indeed.com/rc/clk?jk=abcbcf5ce2accd29&fccid=aac6f2070b0f3775&vjs=3,Manufacturing Engineer Internship,80038 Pomigliano d'Arco,,3.8
Sidel,https://it.indeed.com/cmp/Sidel,https://it.indeed.com/rc/clk?jk=86ae3aff249f36b6&fccid=3279269af0f281cc&vjs=3,Sensitive Complete line Product Manager,"Parma, Emilia-Romagna",True,3.9
CEDACRI GROUP,https://it.indeed.com/cmp/Cedacri,https://it.indeed.com/rc/clk?jk=26bc179a1fce50b3&fccid=effb4280106312a8&vjs=3,PROJECT MANAGER,"Collecchio, Emilia-Romagna",,3.9
EY,https://it.indeed.com/cmp/Ey,https://it.indeed.com/rc/clk?jk=39140b4f09761f4a&fccid=1544766d4c2915b0&vjs=3,Finanza Agevolata - consultant/senior consultant/manager,00187 Roma,,4.0
SPINDOX SPA,,https://it.indeed.com/rc/clk?jk=48d174026f9341eb&fccid=386295a14c2e66f2&vjs=3,Project Manager,"Da remoto in Provincia di Firenze, Toscana",,
Profili e Carriere,,https://it.indeed.com/rc/clk?jk=dbd1de3775ed97d0&fccid=c189344629744938&vjs=3,PROJECT MANAGER,"Da remoto in Parma, Emilia-Romagna",,
TRIA S.r.l.,,https://it.indeed.com/rc/clk?jk=cae046f4f81a91c1&fccid=e79235ce6de6ba47&vjs=3,IT Project Manager,,,
Bureau Veritas,https://it.indeed.com/cmp/Bureau-Veritas,https://it.indeed.com/rc/clk?jk=ab4acf868823c6a0&fccid=fdd8787d3dc18c3e&vjs=3,INSPECTOR,"Roma, Lazio",,3.7
Worldline,https://it.indeed.com/cmp/Worldline,https://it.indeed.com/rc/clk?jk=9b809b1277e79114&fccid=808f94192015f24a&vjs=3,Project Manager Senior,"Milano, Lombardia",True,3.7
aruba.it,,https://it.indeed.com/rc/clk?jk=73b8c7e47b447020&fccid=4dee3c7113de1c07&vjs=3,PROGRAM MANAGER,,,
WE RAD,,https://it.indeed.com/rc/clk?jk=3178e0787fcc008c&fccid=cbf87d80d04fe155&vjs=3,Project Manager,50141 Firenze,,
Altran,,https://it.indeed.com/rc/clk?jk=480466cb7536b729&fccid=4cedac39f7fd617d&vjs=3,PROJECT MANAGER – INDUSTRIAL,"Bologna, Emilia-Romagna",,
Bonatti,https://it.indeed.com/cmp/Bonatti,https://it.indeed.com/rc/clk?jk=1d81cbb5f3c0fc78&fccid=4ab6cb3f817f3ef9&vjs=3,Commissioning Manager,"Parma, Emilia-Romagna",,4.0
Nordex SE,https://it.indeed.com/cmp/Nordex-Group,https://it.indeed.com/rc/clk?jk=aca21fde9240afcc&fccid=6e245dd0340ccf46&vjs=3,Mechanical Supervisor (m/f/d),"Roma, Lazio",,3.7
Aretè & Cocchi Technology,,https://it.indeed.com/rc/clk?jk=39ee94c6ebc91828&fccid=a1fd761ae132eb55&vjs=3,Project Manager,"Valsamoggia, Emilia-Romagna",,
Ediscom Spa,,https://it.indeed.com/rc/clk?jk=a4c9d041c909147c&fccid=e073b6e9eadf0dd8&vjs=3,Copywriter Content creator,10121 Torino,True,
Accenture,https://it.indeed.com/cmp/Accenture,https://it.indeed.com/rc/clk?jk=53a5d8108b71057c&fccid=a4e4e2eaf26690c9&vjs=3,Google Data & AI – Delivery Manager,"Roma, Lazio",,4.0
Despar,https://it.indeed.com/cmp/Despar,https://it.indeed.com/rc/clk?jk=33aa0a0928492810&fccid=eb68d460273df97f&vjs=3,HR PROJECT MANAGER,"Mestrino, Veneto",,3.9
We Do Electronics,,https://it.indeed.com/rc/clk?jk=c2fc44662d2bcf93&fccid=440704000289b4ce&vjs=3,PROJECT MANAGER & FW DEVELOPER,"Castelnuovo Rangone, Emilia-Romagna",,
Aretè & Cocchi Technology,,https://it.indeed.com/rc/clk?jk=98e4b6693d167bbe&fccid=a1fd761ae132eb55&vjs=3,SERVICE MANAGER,"Da remoto in Valsamoggia, Emilia-Romagna",,
CIRFOOD s.c.,,https://it.indeed.com/rc/clk?jk=d95c242b2bad255d&fccid=812cfdc670b21b20&vjs=3,PROJECT MANAGER SAP (FI-CO),"Reggio Emilia, Emilia-Romagna",,
Walliance,,https://it.indeed.com/rc/clk?jk=3e13e38e1a5288bb&fccid=555c99ae6cd36b13&vjs=3,HR Manager,"Trento, Trentino-Alto Adige",,
Find Your Doctor,,https://it.indeed.com/company/Find-Your-Doctor/jobs/R&D-Project-Manager-Product-Owner-Ict-Applicazione-Ambito-Finanziario-f8b2c38af04fefd9?fccid=28b5efc5669e8b37&vjs=3,R&D Project Manager/Product Owner ICT per applicazione ambito finanziario,"Da remoto in Bergamo, Lombardia",True,
Worldline,https://it.indeed.com/cmp/Worldline,https://it.indeed.com/rc/clk?jk=0e4a2ce8b14b8215&fccid=808f94192015f24a&vjs=3,Project Manager,"Milano, Lombardia",True,3.7
Somec,,https://it.indeed.com/rc/clk?jk=38b14025e11b1548&fccid=71d573eaf629086f&vjs=3,Project Manager,"San Biagio di Callalta, Veneto",,
AsstrA,,https://it.indeed.com/rc/clk?jk=ca95ca7ced5fb3c1&fccid=2b3aee502e6cd7b0&vjs=3,Project Manager (Industrial Project Logistics),"Bergamo, Lombardia",,
Altitudo,https://it.indeed.com/cmp/Altitudo,https://it.indeed.com/rc/clk?jk=64327175a66454dc&fccid=8ca2c5351d903003&vjs=3,Change Manager ERP,"Da remoto in Roma, Lazio",,3.5
Aquest,,https://it.indeed.com/rc/clk?jk=ca6ae80bc7ed3426&fccid=889ad8e09aeb771e&vjs=3,Project Manager,"Da remoto in Milano, Lombardia",,
FERRERO,https://it.indeed.com/cmp/Ferrero,https://it.indeed.com/rc/clk?jk=bc9eedf53e57baa7&fccid=eee7926421c87651&vjs=3,General Procurement Buyer,"Alba, Piemonte",,4.0
BIP - Business Integration Partners,https://it.indeed.com/cmp/Business-Integration-Partners,https://it.indeed.com/rc/clk?jk=86ee75f6307c1852&fccid=c7fb5f7b576a671c&vjs=3,Manager - Digital Payments,"Roma, Lazio",,3.3
Johnson Controls,https://it.indeed.com/cmp/Johnson-Controls,https://it.indeed.com/rc/clk?jk=6f7a213891502b59&fccid=dacddaa4d49537d8&vjs=3,PROJECT MANAGER BMS,"Cinisello Balsamo, Lombardia",,3.7
DXC Technology,https://it.indeed.com/cmp/Dxc-Technology,https://it.indeed.com/rc/clk?jk=f3b3170f0f220b37&fccid=feaabf8e6a699d3c&vjs=3,ITO Svc Delivery Cons II (00S15G),"Da remoto in Pomezia, Lazio",,3.2
Telit Wireless Solutions,,https://it.indeed.com/rc/clk?jk=bd95f21b8244cf39&fccid=5c7d5c0fa4a72ae0&vjs=3,Regional Marketing Manager,,,
Richemont,https://it.indeed.com/cmp/Richemont,https://it.indeed.com/rc/clk?jk=52bef0e2cb2def18&fccid=8e2946f10f334da4&vjs=3,Leather Goods Project Manager - Pelletteria Richemont Firenze,"Scandicci, Toscana",,3.8
Alstom,https://it.indeed.com/cmp/Alstom,https://it.indeed.com/rc/clk?jk=f06b555ac50c4726&fccid=70bbeb2771f8c8e7&vjs=3,Project T&C Manager (PrTCM),"Savigliano, Piemonte",,4.0
